filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,tempo,flux,contrast,flatness,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
99.wav,0.43093037605285645,0.19614176452159882,1946.5344115984576,1979.7546736384302,3955.776079963235,0.09745368130804953,151.99908088235293,1.3481166362762451,20.970017310525563,0.004134194925427437,-67.80553436279297,111.70936584472656,-34.65730285644531,61.34178924560547,0.04518132284283638,30.57109260559082,-12.704325675964355,21.166828155517578,-13.134889602661133,16.287799835205078,-6.3432698249816895,12.295477867126465,-12.48300552368164,1.6834176778793335,-5.147793769836426,4.646902084350586,-6.918056488037109,1.048274040222168,-4.739019393920898,-0.6583495140075684,blues
88.wav,0.37528419494628906,0.19820396602153778,1236.606352338598,1602.3014812209665,2604.350918512964,0.04462595842202012,117.45383522727273,1.6136865615844727,21.966853320414568,0.0018200032645836473,-148.647705078125,145.73776245117188,-9.363346099853516,48.45144271850586,10.543868064880371,18.014602661132812,-2.634577989578247,16.95808219909668,-11.506823539733887,8.73170280456543,-8.173254013061523,3.2235357761383057,-0.6797587275505066,-0.730185329914093,-6.821439266204834,-3.9379210472106934,-15.737845420837402,-5.596368312835693,-5.797905921936035,-0.04746787250041962,blues
87.wav,0.4009089469909668,0.18233932554721832,1945.6207939267476,2082.176477128781,4175.766416378435,0.08580598152089783,135.99917763157896,1.3924007415771484,21.13298109773592,0.004335911478847265,-83.0016860961914,107.06743621826172,-25.323680877685547,57.122074127197266,0.08129878342151642,34.70890426635742,-11.047215461730957,20.533279418945312,-11.2201509475708,14.839781761169434,-10.22996711730957,12.542858123779297,-9.772625923156738,2.560520887374878,-6.298748970031738,3.008488178253174,-8.717000961303711,-0.32524624466896057,-2.984734296798706,0.7146170139312744,blues
82.wav,0.36580705642700195,0.06568456441164017,1353.3291189300649,1757.3310044069303,2882.31590436339,0.04395891785990712,161.4990234375,1.450383186340332,20.797922500318005,0.0032835574820637703,-287.9235534667969,123.97102355957031,5.456122398376465,33.68454360961914,1.0892010927200317,14.704721450805664,-4.898605823516846,8.653275489807129,0.7827975749969482,6.566735744476318,-4.879439830780029,-3.1806588172912598,-5.557003498077393,-6.78662109375,-2.644232988357544,-2.982431650161743,-3.381138324737549,-1.8614972829818726,1.8359204530715942,-4.896511554718018,blues
79.wav,0.367173969745636,0.19690310955047607,2515.8691600222824,2531.420001055373,5771.615099833108,0.12091612446787926,112.34714673913044,1.4191079139709473,22.208846837563502,0.010985154658555984,-56.03289031982422,87.84066772460938,-1.601240873336792,41.20536422729492,-5.6202712059021,27.784927368164062,-24.00258445739746,21.76812171936035,-18.42898941040039,12.328123092651367,-13.717032432556152,11.850820541381836,-3.982272148132324,7.098529815673828,-4.4685869216918945,5.12254524230957,-6.652360916137695,5.871458053588867,-3.6964025497436523,-1.96476149559021,blues
86.wav,0.3409450948238373,0.09589168429374695,1529.8713140945188,2038.6121427572907,3548.9868730952494,0.056044256724071206,107.666015625,1.4457796812057495,20.67226372395401,0.0022948887199163437,-207.58151245117188,123.99714660644531,8.939114570617676,35.870758056640625,2.9199705123901367,21.518787384033203,-8.555368423461914,23.355937957763672,-10.10103702545166,11.906444549560547,-5.558122634887695,5.375942230224609,-2.237833023071289,4.217124938964844,-6.01104736328125,0.9326680898666382,-0.7170279026031494,0.2923332452774048,-0.2857169508934021,0.5321442484855652,blues
85.wav,0.427356094121933,0.25118035078048706,2314.8192389666888,2261.7026661590417,5036.269546367066,0.11795053393479102,135.99917763157896,1.4689579010009766,21.183338711967636,0.008804853074252605,-19.8935489654541,98.89588165283203,-24.476659774780273,49.585853576660156,-16.200876235961914,30.19780921936035,-18.029512405395508,27.554832458496094,-11.405635833740234,14.8779935836792,-8.908681869506836,11.671263694763184,-10.88602066040039,9.310544967651367,-5.832061290740967,9.25865650177002,-4.049496650695801,3.2510271072387695,-3.4661641120910645,2.379258632659912,blues
80.wav,0.33674198389053345,0.15801171958446503,1441.9992540972155,1870.2391907800095,3083.26468925358,0.050889337025928794,172.265625,1.4365030527114868,22.664558395913968,0.0017888022121042013,-155.51651000976562,125.65575408935547,1.5753216743469238,45.82986831665039,0.9089944958686829,25.3912410736084,-10.813492774963379,15.574149131774902,-11.929206848144531,1.2717779874801636,-6.661503314971924,-0.779124915599823,-7.749224662780762,0.41930726170539856,-7.029631614685059,4.009108066558838,-6.26602840423584,0.9513339996337891,2.0064611434936523,-5.735762596130371,blues
81.wav,0.3977935314178467,0.13483501970767975,2272.517619263623,2356.8453843678935,5108.277444278493,0.09765700585332818,117.45383522727273,1.4296679496765137,21.29927391418052,0.005746743176132441,-110.2843246459961,90.70560455322266,-2.528311252593994,74.052734375,-11.7467679977417,39.214576721191406,-13.174300193786621,20.531587600708008,-17.1676082611084,12.827254295349121,-21.434446334838867,5.952132225036621,-8.032604217529297,4.243276119232178,-16.482643127441406,6.545287132263184,-5.693635940551758,-3.637852191925049,-4.857603073120117,1.8532673120498657,blues
83.wav,0.34995052218437195,0.13019199669361115,1784.416545970319,2002.6571063943209,3806.4186497738488,0.08306639113293343,123.046875,1.392348289489746,20.526880865533126,0.0044977799989283085,-113.619384765625,121.55301666259766,-19.15105628967285,42.345767974853516,-6.3711676597595215,18.613033294677734,-13.692060470581055,15.339378356933594,-12.283617973327637,10.973774909973145,-8.322409629821777,8.806787490844727,-3.665802001953125,5.745938777923584,-5.1617112159729,0.7502978444099426,-1.688357949256897,-0.40932855010032654,-2.2988688945770264,1.2199468612670898,blues
77.wav,0.36590299010276794,0.12492372840642929,1245.581771913737,1634.2884053266507,2517.6097763581174,0.04882661329334365,123.046875,1.6131130456924438,21.167759614994154,0.0026754795107990503,-212.81539916992188,139.06922912597656,9.454341888427734,35.44626998901367,12.70954418182373,20.417665481567383,-5.573952674865723,10.893662452697754,-8.73171329498291,8.055455207824707,0.16379719972610474,2.641746759414673,-1.025734782218933,-1.4032179117202759,-4.704832553863525,1.1418107748031616,-9.476273536682129,-2.1909120082855225,-4.098109722137451,-3.3432798385620117,blues
72.wav,0.260613352060318,0.051327649503946304,1132.5184226709687,1582.7654875292772,2066.2458390274282,0.048313766810178016,123.046875,1.1097538471221924,23.630066225315645,0.0009274299954995513,-314.5821838378906,139.91444396972656,11.862516403198242,30.10210609436035,-7.539036273956299,14.907038688659668,-2.680898666381836,6.701543807983398,-6.395508766174316,2.8176138401031494,-11.70648193359375,2.06302809715271,-11.438628196716309,-9.510526657104492,-15.18669319152832,-9.362388610839844,-5.665494441986084,1.562117338180542,0.8971254229545593,-7.956726551055908,blues
78.wav,0.290980726480484,0.08917960524559021,1109.721378629315,1463.539070397656,2243.744765715702,0.05172493288022446,92.28515625,1.4705612659454346,21.023261507497562,0.00040111553971655667,-249.28939819335938,130.98703002929688,0.6773902773857117,66.68578338623047,17.89780616760254,4.62373685836792,6.598308563232422,1.2490499019622803,1.4163893461227417,-1.5791418552398682,-0.9626631140708923,-3.571995496749878,-2.9279816150665283,4.596817970275879,7.478900909423828,-0.18313679099082947,-2.825326681137085,-2.678844690322876,0.7485470771789551,-0.5342602133750916,blues
76.wav,0.4664575457572937,0.19203044474124908,2225.1768658281653,2255.1350442599946,4703.588224712171,0.10858664497871517,117.45383522727273,1.787536859512329,21.071799480907313,0.008920715190470219,-86.33547973632812,92.70050048828125,-15.399187088012695,54.05200958251953,0.8667875528335571,31.560293197631836,-14.622711181640625,23.32544708251953,-14.978636741638184,15.339353561401367,-7.049361705780029,12.182225227355957,-6.110913276672363,7.021336078643799,-5.812697410583496,7.440920829772949,-6.074191570281982,3.377699136734009,-4.2786126136779785,1.25009286403656,blues
71.wav,0.43283748626708984,0.1577526181936264,2032.1200141615245,1976.2784101797834,4023.509003724845,0.11316673822078173,135.99917763157896,1.3883146047592163,21.231072540811144,0.004770689643919468,-98.69757080078125,104.8011703491211,-35.10866928100586,60.695045471191406,-2.839327335357666,22.231002807617188,-7.837456703186035,19.03072166442871,-11.578803062438965,17.021759033203125,-5.3873515129089355,12.199110984802246,-9.960819244384766,0.3587878942489624,-4.261345386505127,6.137922286987305,-4.830240249633789,1.499523639678955,-1.4942467212677002,3.505638360977173,blues
75.wav,0.2631080448627472,0.08696161210536957,1120.3909802285903,1447.85262505518,2325.127606938129,0.047297899937113,103.359375,1.6101758480072021,21.71705066459832,0.0003228395653422922,-274.3118591308594,130.41371154785156,-6.392799377441406,70.40501403808594,13.26914119720459,9.461283683776855,7.725640296936035,-1.2474907636642456,-0.5775883197784424,-2.30258846282959,3.783147096633911,0.0848233699798584,-0.9394361972808838,2.2965147495269775,4.2883782386779785,-1.661861777305603,-10.444595336914062,-6.7975335121154785,-1.0660518407821655,-1.5959947109222412,blues
66.wav,0.38709408044815063,0.12912002205848694,2390.7715766040615,2463.374815737768,5403.758990875339,0.10228887504837461,129.19921875,1.2484455108642578,21.788941046826455,0.0076119862496852875,-107.18975067138672,88.47057342529297,-4.1777873039245605,55.48548889160156,-8.010379791259766,38.416542053222656,-6.4025750160217285,28.576522827148438,-19.82078742980957,13.252738952636719,-19.239791870117188,12.076225280761719,-4.583087921142578,3.7897160053253174,-16.99370002746582,11.624960899353027,-7.362245082855225,-3.6578149795532227,-7.179123401641846,1.9747294187545776,blues
74.wav,0.26211869716644287,0.13591797649860382,1536.731077893078,2157.05861172437,3600.91989239672,0.04570040392801858,129.19921875,1.5094656944274902,26.879584651572642,0.0008902789559215307,-217.23867797851562,105.79236602783203,15.617071151733398,25.25638198852539,-1.4402741193771362,30.1898193359375,-17.715219497680664,17.318172454833984,-27.20952606201172,4.33916711807251,-20.059492111206055,-10.695943832397461,-14.220666885375977,-5.156217575073242,-3.4732654094696045,-6.189413070678711,-15.326929092407227,-6.845921039581299,-9.827670097351074,-13.943093299865723,blues
69.wav,0.26312941312789917,0.1700301468372345,1378.9657764881297,2003.5852163311847,3015.0567683642125,0.03937580120452786,151.99908088235293,1.3661248683929443,26.843508342580435,0.0006995825096964836,-206.96807861328125,117.79298400878906,23.235881805419922,28.297826766967773,-1.1239150762557983,18.862035751342773,-21.949682235717773,17.849985122680664,-25.585643768310547,2.129925012588501,-17.794416427612305,-8.01590347290039,-17.607276916503906,-8.139436721801758,-8.648127555847168,-15.528326034545898,-15.317337036132812,-9.663829803466797,-10.09868049621582,-17.8337345123291,blues
67.wav,0.30396512150764465,0.14286480844020844,1410.675357056207,1512.9717892723252,2767.5082652561437,0.06298072271671827,161.4990234375,1.8907700777053833,21.087885137697246,0.0012475128751248121,-173.7158660888672,137.14024353027344,-23.76764488220215,26.99173355102539,-16.687658309936523,4.214371204376221,-12.582615852355957,5.854557514190674,-2.884671449661255,-1.1866824626922607,-1.9771530628204346,1.8001543283462524,-3.004410743713379,-1.8699361085891724,-0.7962682247161865,-3.013263702392578,-0.4359254539012909,-2.00180983543396,-0.7466387152671814,-5.001237869262695,blues
63.wav,0.30524948239326477,0.12049466371536255,2429.33595917585,2286.6949825737374,5065.152705047891,0.13468663832720587,143.5546875,1.2382051944732666,22.575953555769637,0.008383902721107006,-89.39149475097656,93.78778839111328,-14.571089744567871,54.39153289794922,-33.515018463134766,19.421157836914062,-19.763673782348633,13.022462844848633,-13.86949634552002,14.61171817779541,-14.970264434814453,10.589299201965332,-18.023412704467773,6.658278942108154,-10.205866813659668,6.529358863830566,-10.848846435546875,3.321632146835327,-6.187530517578125,2.999420642852783,blues
68.wav,0.3910651206970215,0.0630437433719635,918.3602069536552,1436.6652243994822,1601.531982421875,0.03231802075270898,83.35433467741936,1.1765021085739136,20.944062093111704,0.0011272270930930972,-332.3079833984375,128.0807647705078,28.82521629333496,41.8360595703125,31.234668731689453,23.358219146728516,5.7872233390808105,8.99620246887207,-3.8611273765563965,3.739000082015991,-0.8690584301948547,-0.43693074584007263,1.4746557474136353,-1.5670479536056519,-0.8314690589904785,2.168971300125122,-3.8919129371643066,-4.197279453277588,-5.932182788848877,-3.447434902191162,blues
73.wav,0.29269593954086304,0.10030478239059448,2816.7459196931127,2372.144439490832,5614.507716506628,0.14631846519446595,107.666015625,1.3104561567306519,22.776329277297258,0.010027511976659298,-118.37033081054688,74.86731719970703,-19.86946678161621,46.94758605957031,-32.569053649902344,23.83513641357422,-26.37411117553711,17.692514419555664,-13.826244354248047,11.946739196777344,-17.88878059387207,7.555983066558838,-22.900583267211914,4.7644171714782715,-12.797208786010742,5.620266437530518,-14.738749504089355,6.682402610778809,-9.169973373413086,-2.2361934185028076,blues
64.wav,0.30279943346977234,0.07535404711961746,1389.9522837601057,1911.3143992689463,3005.7401580338137,0.05256015080785604,135.99917763157896,1.392728567123413,20.069971284973434,0.0016534854657948017,-230.42657470703125,127.10052490234375,7.145355224609375,39.78431701660156,1.9449424743652344,17.40534019470215,-5.639429092407227,8.252129554748535,-18.104385375976562,13.842513084411621,-3.7609128952026367,2.571859836578369,-4.320805549621582,6.81239128112793,-6.159839153289795,-6.215454578399658,-4.511592864990234,-1.8506044149398804,-0.5394864678382874,1.5043970346450806,blues
84.wav,0.3937113285064697,0.19665054976940155,1977.108904009419,1927.439013941611,3942.8761579672987,0.1066270952254257,99.38401442307692,1.306880235671997,21.550471558373605,0.004599418491125107,-55.59663009643555,114.95121765136719,-37.06935119628906,64.90437316894531,-7.164943218231201,15.254701614379883,-16.23533058166504,18.64357566833496,-9.752285957336426,21.465389251708984,-5.652097702026367,12.784239768981934,-16.537031173706055,3.797079086303711,-7.895241737365723,8.477640151977539,-4.067899227142334,3.206017255783081,-5.180142402648926,-1.2800464630126953,blues
65.wav,0.33888640999794006,0.251253217458725,2141.332015271235,2167.7740825306,4627.63035068571,0.10515129160216719,123.046875,1.4553993940353394,22.550612909957202,0.006472255568951368,-29.400257110595703,108.69146728515625,-25.589895248413086,38.44014358520508,-18.353866577148438,21.78569984436035,-25.172712326049805,22.406967163085938,-17.60605812072754,14.675622940063477,-12.086358070373535,5.462191104888916,-7.706030368804932,7.410017967224121,-11.327916145324707,7.235922336578369,-9.4705228805542,1.9366981983184814,-6.331344127655029,-1.3017332553863525,blues
59.wav,0.443195104598999,0.12533903121948242,2310.1410834053427,2206.528237593986,4829.08746583543,0.12842590520994582,123.046875,1.3286052942276,20.80031499206746,0.009164436720311642,-90.70722198486328,100.10758209228516,-23.924427032470703,52.58830261230469,-20.928014755249023,31.502182006835938,-11.213112831115723,20.094327926635742,-10.915236473083496,17.563922882080078,-14.097335815429688,12.994507789611816,-11.420426368713379,2.9118449687957764,-12.017497062683105,4.8276472091674805,-11.165410995483398,1.1622108221054077,-3.921332597732544,3.253202199935913,blues
57.wav,0.37024569511413574,0.10503795742988586,1538.9317922233738,1703.6876933572125,3175.4391318873354,0.07479924535603716,92.28515625,1.124753713607788,20.397492004424432,0.002279842970892787,-177.19161987304688,136.21420288085938,-26.91071319580078,36.372779846191406,-18.75942611694336,20.905872344970703,-1.7765750885009766,3.015932321548462,-5.599409580230713,5.6345953941345215,-8.114802360534668,5.645383834838867,-10.786548614501953,-2.416138172149658,-6.942407131195068,-2.5089991092681885,-5.207820892333984,-3.4113264083862305,-3.2499489784240723,-2.6840240955352783,blues
70.wav,0.45192986726760864,0.14170721173286438,2503.952796432079,2180.283243535687,5077.135965920085,0.16758439858262383,129.19921875,1.3367869853973389,22.275583001148558,0.005136724095791578,-82.48588562011719,94.17034149169922,-27.13920783996582,75.66252136230469,-27.529983520507812,35.58903503417969,-20.298961639404297,25.121320724487305,-15.379854202270508,11.346790313720703,-13.402289390563965,8.153383255004883,-8.504350662231445,8.285465240478516,-10.359801292419434,-3.460236072540283,-5.2261528968811035,-2.5910985469818115,-8.365251541137695,-6.978115081787109,blues
60.wav,0.3085981607437134,0.09154040366411209,1835.5070084014947,1748.3674767249381,3581.003346162684,0.1015001421004257,135.99917763157896,1.6463543176651,21.463016625301957,0.003240005811676383,-160.29185485839844,126.19576263427734,-35.602500915527344,22.151168823242188,-32.487640380859375,10.86202335357666,-23.357162475585938,0.5005230903625488,-11.804770469665527,1.2038774490356445,-13.085074424743652,-2.8098487854003906,-6.9356207847595215,-7.559293746948242,-9.172151565551758,-4.510408401489258,-5.453736305236816,-0.9244678616523743,-4.40807580947876,-11.70183277130127,blues
62.wav,0.42972078919410706,0.14830446243286133,1739.0461604116053,2290.4006079789,4551.180812965606,0.048051863631965945,129.19921875,1.2800527811050415,21.93194037726016,0.0016981728840619326,-163.24313354492188,89.7848892211914,12.977458953857422,80.6924819946289,3.6667749881744385,39.7451286315918,-5.400378704071045,26.49867057800293,-13.163736343383789,2.7070131301879883,-20.552906036376953,6.0071892738342285,-2.9081320762634277,-0.4348351061344147,-17.545372009277344,4.154168128967285,-5.990098476409912,-7.862035751342773,-8.565295219421387,1.8571712970733643,blues
58.wav,0.3486930727958679,0.05277162417769432,798.5684450379819,1284.9474803692005,1455.816196878628,0.025639678671633127,107.666015625,1.0905154943466187,20.903557760736824,0.000767101242672652,-346.8868713378906,139.24795532226562,24.084861755371094,22.26401710510254,18.64784049987793,11.657902717590332,9.017679214477539,6.977828025817871,-2.023301124572754,5.420398235321045,1.6508169174194336,-2.35300612449646,3.193639039993286,0.7052996158599854,-3.092132091522217,-2.110178232192993,-2.212080717086792,-4.576662540435791,-4.726688861846924,0.059275317937135696,blues
54.wav,0.2740142345428467,0.08132097870111465,1817.529546414671,1973.69030921519,3944.584480970637,0.0792153184258901,129.19921875,1.2488515377044678,21.158176253924022,0.0027100800070911646,-213.20452880859375,115.154541015625,-11.720502853393555,39.032554626464844,-20.357818603515625,13.089925765991211,-9.180813789367676,9.023638725280762,-14.101022720336914,4.283337116241455,-6.044196128845215,3.786367893218994,0.22368738055229187,-5.114480972290039,-0.4145369827747345,-1.1848984956741333,-1.9183391332626343,-2.2957963943481445,2.8912301063537598,-4.234533309936523,blues
61.wav,0.32904085516929626,0.06693624705076218,1172.2763008557504,1705.8583767615453,2345.777482071159,0.045045834945820436,151.99908088235293,1.3879122734069824,21.61730175561216,0.00047332310350611806,-305.6985778808594,113.04164123535156,12.114899635314941,45.03944396972656,17.739240646362305,14.594630241394043,4.15712833404541,0.24009793996810913,-7.013088226318359,13.649843215942383,8.923057556152344,1.301689863204956,5.952127933502197,8.542282104492188,1.1171257495880127,0.5882186889648438,0.0600774884223938,-3.7065188884735107,-1.00188410282135,-1.8044135570526123,blues
52.wav,0.37787386775016785,0.14201056957244873,1006.8779768813247,1530.6145862499266,2075.0707856641834,0.03206556574109907,172.265625,1.515561819076538,20.581541449078376,0.0007212921627797186,-194.27952575683594,151.85118103027344,-1.1928876638412476,39.19459915161133,16.58248519897461,18.25238609313965,-1.3991609811782837,14.877710342407227,-11.616781234741211,2.4488766193389893,-5.079173564910889,3.941600799560547,-0.9037843942642212,0.6356108784675598,-8.353415489196777,-7.513248443603516,-8.047445297241211,-5.409146308898926,-2.5346593856811523,0.12955056130886078,blues
53.wav,0.3566683232784271,0.16195586323738098,2068.3276532886216,2033.7527183133282,4231.51607926785,0.10437162889415634,107.666015625,1.4016151428222656,22.21574491939028,0.00503983860835433,-95.45585632324219,105.2293701171875,-26.96267318725586,60.83698272705078,-4.847294807434082,21.545209884643555,-13.523774147033691,12.135234832763672,-20.232872009277344,12.151344299316406,-5.229753017425537,10.264025688171387,-9.453709602355957,3.8617477416992188,-10.193070411682129,3.585900068283081,-3.0982797145843506,0.2006809413433075,0.841029942035675,-3.420522451400757,blues
49.wav,0.2919829785823822,0.11654019355773926,2370.963292267619,2209.514583707104,5004.08640764077,0.12514096664570434,123.046875,1.2660880088806152,23.294373693099473,0.00409335270524025,-121.4295425415039,96.12303161621094,-19.616804122924805,48.020565032958984,-38.808189392089844,24.758066177368164,-32.945823669433594,8.104194641113281,-17.811519622802734,6.113285541534424,-19.998334884643555,6.793924331665039,-19.340662002563477,-0.10921183228492737,-12.248764038085938,-4.920229911804199,-10.407991409301758,-2.04896879196167,-1.7652130126953125,-3.9528493881225586,blues
55.wav,0.25735947489738464,0.09763429313898087,1195.4133983085592,1480.9442638678327,2235.2114839819565,0.05887114817143963,123.046875,1.5633831024169922,21.481304784086948,0.0006422134465537965,-236.68890380859375,138.40428161621094,-4.923574924468994,47.64771270751953,5.152376174926758,8.895283699035645,0.48285630345344543,-3.8016679286956787,-14.974891662597656,10.432586669921875,-0.3539615869522095,0.788345456123352,1.7829302549362183,4.230210781097412,-0.47101694345474243,-6.105654239654541,-5.3870768547058105,-1.3430606126785278,-3.7227938175201416,-4.362499713897705,blues
56.wav,0.3794104754924774,0.12392562627792358,2148.7498193351744,2204.352412916655,4673.621739248742,0.09881232766544118,123.046875,1.2431817054748535,21.606794963912847,0.005731392186135054,-106.34815216064453,102.64147186279297,-20.172258377075195,59.37520980834961,-9.967278480529785,33.706119537353516,-14.182175636291504,23.516735076904297,-13.329085350036621,16.02606964111328,-18.92317771911621,7.831767559051514,-7.800383567810059,4.0504374504089355,-11.348731994628906,2.0717623233795166,-5.742274761199951,0.4652979373931885,-1.9167935848236084,-3.1317527294158936,blues
46.wav,0.2553582489490509,0.0858374685049057,1151.3780299215712,1709.3165900923684,2312.5276831281444,0.03533878857875387,117.45383522727273,1.1775319576263428,26.36476116160492,0.0007778844446875155,-301.7071533203125,111.53472137451172,21.896408081054688,16.14818000793457,8.196240425109863,22.085073471069336,-8.614953994750977,1.4815573692321777,-17.084373474121094,-8.345808982849121,-17.013063430786133,-10.5756196975708,-15.689096450805664,-12.605565071105957,-12.25390338897705,-14.553242683410645,-10.102510452270508,-5.785534381866455,-7.775144100189209,-7.186195373535156,blues
